url_path,views_total,views_unique
/instill-ai/instill-core,445,319
/instill-ai/instill-core/tree/main/charts/instill-core,28,7
/instill-ai/instill-core/tree/main/protocol,26,7
/instill-ai/instill-core/tree/main/examples,21,6
/instill-ai/instill-core/tree/main/charts/instill-core/templates,18,4
/instill-ai/instill-core/blob/main/Makefile,17,6
/instill-ai/instill-core/releases/tag/v0.17.1-alpha,17,6
/instill-ai/instill-core/tree/main,16,4
/instill-ai/instill-core/blob/main/LICENSE,15,7
/instill-ai/instill-core/blob/main/docker-compose.yml,15,6
