time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-05 00:00:00+00:00,112,28,58,11
2026-02-06 00:00:00+00:00,25,14,20,6
2026-02-07 00:00:00+00:00,195,51,9,7
2026-02-08 00:00:00+00:00,115,27,23,13
2026-02-09 00:00:00+00:00,58,23,21,11
2026-02-10 00:00:00+00:00,67,15,10,8
2026-02-11 00:00:00+00:00,23,13,7,7
2026-02-12 00:00:00+00:00,7,5,7,6
2026-02-13 00:00:00+00:00,43,16,3,3
2026-02-14 00:00:00+00:00,12,10,17,7
2026-02-15 00:00:00+00:00,4,3,6,6
2026-02-16 00:00:00+00:00,110,18,4,4
2026-02-17 00:00:00+00:00,9,7,6,6
2026-02-18 00:00:00+00:00,80,35,31,17
