time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-19 00:00:00+00:00,4,4,15,7
2025-04-20 00:00:00+00:00,43,16,14,5
2025-04-21 00:00:00+00:00,126,17,118,45
2025-04-22 00:00:00+00:00,167,34,104,30
2025-04-23 00:00:00+00:00,14,6,24,15
2025-04-24 00:00:00+00:00,25,11,19,11
2025-04-25 00:00:00+00:00,8,8,39,17
2025-04-26 00:00:00+00:00,6,5,10,5
2025-04-27 00:00:00+00:00,12,4,9,6
2025-04-28 00:00:00+00:00,3,3,36,13
2025-04-29 00:00:00+00:00,47,7,48,9
2025-04-30 00:00:00+00:00,82,9,76,9
2025-05-01 00:00:00+00:00,90,12,87,5
2025-05-02 00:00:00+00:00,399,21,173,10
