time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-03 00:00:00+00:00,34,6,270,40
2024-10-04 00:00:00+00:00,62,3,121,46
2024-10-05 00:00:00+00:00,4,2,76,29
2024-10-06 00:00:00+00:00,16,2,49,27
2024-10-07 00:00:00+00:00,49,4,48,17
2024-10-08 00:00:00+00:00,207,13,170,35
2024-10-09 00:00:00+00:00,13,6,141,45
2024-10-10 00:00:00+00:00,7,4,111,45
2024-10-11 00:00:00+00:00,35,5,121,25
2024-10-12 00:00:00+00:00,21,3,76,13
2024-10-13 00:00:00+00:00,11,3,97,20
2024-10-14 00:00:00+00:00,43,4,205,29
2024-10-15 00:00:00+00:00,108,9,94,28
2024-10-16 00:00:00+00:00,112,11,81,30
