time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-22 00:00:00+00:00,9,9,38,16
2025-03-23 00:00:00+00:00,8,8,24,12
2025-03-24 00:00:00+00:00,17,8,28,9
2025-03-25 00:00:00+00:00,100,11,282,17
2025-03-26 00:00:00+00:00,164,16,349,41
2025-03-27 00:00:00+00:00,269,18,345,23
2025-03-28 00:00:00+00:00,228,24,209,22
2025-03-29 00:00:00+00:00,23,7,55,32
2025-03-30 00:00:00+00:00,128,20,84,7
2025-03-31 00:00:00+00:00,100,24,63,18
2025-04-01 00:00:00+00:00,111,38,104,12
2025-04-02 00:00:00+00:00,12,9,113,10
2025-04-03 00:00:00+00:00,27,8,81,11
2025-04-04 00:00:00+00:00,3,3,14,9
