time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-11 00:00:00+00:00,136,21,13,12
2026-06-12 00:00:00+00:00,51,25,24,23
2026-06-13 00:00:00+00:00,32,24,14,13
2026-06-14 00:00:00+00:00,49,21,4,3
2026-06-15 00:00:00+00:00,23,11,5,3
2026-06-16 00:00:00+00:00,31,15,1,1
2026-06-17 00:00:00+00:00,29,22,6,5
2026-06-18 00:00:00+00:00,25,19,9,5
2026-06-19 00:00:00+00:00,81,19,6,6
2026-06-20 00:00:00+00:00,60,11,2,2
2026-06-21 00:00:00+00:00,150,28,3,3
2026-06-22 00:00:00+00:00,111,27,5,5
2026-06-23 00:00:00+00:00,42,14,4,3
2026-06-24 00:00:00+00:00,18,16,8,7
