url_path,views_total,views_unique
/instill-ai/instill-core,480,276
/instill-ai/instill-core/pulls,109,20
/instill-ai/instill-core/tree/main/release-please,83,10
/instill-ai/instill-core/tree/main/charts/core,67,11
/instill-ai/instill-core/tree/main/model-hub,38,10
/instill-ai/instill-core/blob/heiru/INS-3983/charts/core/values.yaml,38,1
/instill-ai/instill-core/actions,37,5
/instill-ai/instill-core/blob/main/docker-compose.yml,29,6
/instill-ai/instill-core/forks,28,5
/instill-ai/instill-core/tree/main/configs,26,6
