time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-01 00:00:00+00:00,108,16,56,12
2025-07-02 00:00:00+00:00,114,27,36,12
2025-07-03 00:00:00+00:00,29,11,66,20
2025-07-04 00:00:00+00:00,48,11,86,22
2025-07-05 00:00:00+00:00,17,4,18,10
2025-07-06 00:00:00+00:00,10,3,43,11
2025-07-07 00:00:00+00:00,38,10,32,15
2025-07-08 00:00:00+00:00,35,15,47,17
2025-07-09 00:00:00+00:00,70,18,30,13
2025-07-10 00:00:00+00:00,85,23,37,17
2025-07-11 00:00:00+00:00,47,11,25,11
2025-07-12 00:00:00+00:00,27,11,17,12
2025-07-13 00:00:00+00:00,84,24,36,8
2025-07-14 00:00:00+00:00,378,54,276,56
