url_path,views_total,views_unique
/instill-ai/instill-core,448,181
/instill-ai/instill-core/pulls,184,4
/instill-ai/instill-core/actions,108,3
/instill-ai/instill-core/commits/main,82,5
/instill-ai/instill-core/tree/main/charts/core,19,6
/instill-ai/instill-core/commit/f5f58eb2f4ba53b2831f56ca20b138d08892b0dc,19,2
/instill-ai/instill-core/issues,17,11
/instill-ai/instill-core/pull/1288,17,2
/instill-ai/instill-core/pull/1309,16,2
/instill-ai/instill-core/blob/main/release-please/config.json,15,2
