time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-05 00:00:00+00:00,40,10,41,5
2025-02-06 00:00:00+00:00,19,9,30,16
2025-02-07 00:00:00+00:00,38,11,21,16
2025-02-08 00:00:00+00:00,2,2,22,13
2025-02-09 00:00:00+00:00,31,3,11,7
2025-02-10 00:00:00+00:00,52,8,42,25
2025-02-11 00:00:00+00:00,19,7,34,18
2025-02-12 00:00:00+00:00,10,3,47,22
2025-02-13 00:00:00+00:00,24,9,72,15
2025-02-14 00:00:00+00:00,59,15,80,14
2025-02-15 00:00:00+00:00,11,11,20,15
2025-02-16 00:00:00+00:00,4,4,12,12
2025-02-17 00:00:00+00:00,105,15,50,18
2025-02-18 00:00:00+00:00,43,13,31,16
