url_path,views_total,views_unique
/instill-ai/instill-core,74,42
/instill-ai/instill-core/issues,21,16
/instill-ai/instill-core/pulls,6,4
/instill-ai/instill-core/blob/e737d0b1a6d8618b44bee24f502778d38abecc92/examples/streamlit/instance_segmentation/utils.py,3,3
/instill-ai/instill-core/blob/02582a24b221361617d98015e1f88cf6c7cac5ff/.github/CODEOWNERS,2,2
/instill-ai/instill-core/blob/main/Makefile,2,2
/instill-ai/instill-core/issues/1133,2,2
/instill-ai/instill-core/issues/901,2,2
/instill-ai/instill-core/releases,2,2
/instill-ai/instill-core/actions/workflows/integration-test-latest.yml,1,1
