url_path,views_total,views_unique
/instill-ai/instill-core,208,103
/instill-ai/instill-core/actions,142,2
/instill-ai/instill-core/actions/workflows/e2e-test-on-prem.yml,66,2
/instill-ai/instill-core/actions/workflows/e2e-test-demo.yml,39,2
/instill-ai/instill-core/pulls,26,6
/instill-ai/instill-core/tree/main/.github,21,2
/instill-ai/instill-core/blob/43368f8031b863d6db123d32c6933704e288d628/.github/workflows/integration-test-console.yml,18,1
/instill-ai/instill-core/actions/workflows/integration-test-latest.yml,16,2
/instill-ai/instill-core/tree/main/.github/workflows,16,2
/instill-ai/instill-core/blob/main/.github/workflows/e2e-test-on-prem.yml,16,1
