url_path,views_total,views_unique
/instill-ai/instill-core,70,55
/instill-ai/instill-core/issues,17,6
/instill-ai/instill-core/pulls,6,2
/instill-ai/instill-core/commit/38a571213b44278690e0153d000137f8824360b4,3,2
/instill-ai/instill-core/commit/68f55de3b0900538a40317d67d9af551c17628ad,2,2
/instill-ai/instill-core/issues/1272,2,2
/instill-ai/instill-core/pull/1373,2,2
/instill-ai/instill-core/pull/1411,2,2
/instill-ai/instill-core/commit/347a42bc5a134da7273666b4c665964ef2d5af66,2,1
/instill-ai/instill-core/issues/1116,2,1
