time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-09 00:00:00+00:00,56.0,3.0,93,21
2024-08-10 00:00:00+00:00,2.0,2.0,14,10
2024-08-11 00:00:00+00:00,69.0,5.0,14,7
2024-08-12 00:00:00+00:00,131.0,6.0,75,26
2024-08-13 00:00:00+00:00,231.0,15.0,106,29
2024-08-14 00:00:00+00:00,63.0,3.0,57,14
2024-08-15 00:00:00+00:00,20.0,2.0,56,20
2024-08-16 00:00:00+00:00,12.0,2.0,35,14
2024-08-17 00:00:00+00:00,1.0,1.0,11,9
2024-08-18 00:00:00+00:00,,,21,12
2024-08-19 00:00:00+00:00,57.0,2.0,52,21
2024-08-20 00:00:00+00:00,54.0,5.0,48,22
2024-08-21 00:00:00+00:00,57.0,4.0,74,19
2024-08-22 00:00:00+00:00,82.0,5.0,33,17
