time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-18 00:00:00+00:00,66,8,55,29
2024-03-19 00:00:00+00:00,80,7,71,41
2024-03-20 00:00:00+00:00,153,22,181,33
2024-03-21 00:00:00+00:00,98,8,100,27
2024-03-22 00:00:00+00:00,134,9,79,29
2024-03-23 00:00:00+00:00,1,1,146,22
2024-03-24 00:00:00+00:00,59,7,121,32
2024-03-25 00:00:00+00:00,98,7,121,45
2024-03-26 00:00:00+00:00,71,5,92,40
2024-03-27 00:00:00+00:00,64,4,83,27
2024-03-28 00:00:00+00:00,124,6,112,28
2024-03-29 00:00:00+00:00,58,7,58,33
2024-03-30 00:00:00+00:00,34,2,37,27
2024-03-31 00:00:00+00:00,17,5,75,20
