time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-23 00:00:00+00:00,258.0,82.0,47,13
2022-09-24 00:00:00+00:00,271.0,89.0,16,11
2022-09-25 00:00:00+00:00,292.0,86.0,15,7
2022-09-26 00:00:00+00:00,168.0,81.0,45,22
2022-09-27 00:00:00+00:00,36.0,29.0,43,20
2022-09-28 00:00:00+00:00,,,24,18
2022-09-29 00:00:00+00:00,6.0,5.0,33,27
2022-09-30 00:00:00+00:00,123.0,56.0,23,13
2022-10-01 00:00:00+00:00,119.0,50.0,16,8
2022-10-02 00:00:00+00:00,35.0,27.0,20,8
2022-10-03 00:00:00+00:00,,,27,10
2022-10-04 00:00:00+00:00,,,20,15
2022-10-05 00:00:00+00:00,1.0,1.0,28,11
2022-10-06 00:00:00+00:00,1.0,1.0,16,14
