time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-02 00:00:00+00:00,165,76,46,13
2023-05-03 00:00:00+00:00,163,96,155,18
2023-05-04 00:00:00+00:00,455,153,275,18
2023-05-05 00:00:00+00:00,374,119,84,9
2023-05-06 00:00:00+00:00,166,44,23,9
2023-05-07 00:00:00+00:00,140,61,58,10
2023-05-08 00:00:00+00:00,238,87,79,20
2023-05-09 00:00:00+00:00,379,141,204,17
2023-05-10 00:00:00+00:00,233,59,73,20
2023-05-11 00:00:00+00:00,446,65,73,13
2023-05-12 00:00:00+00:00,238,103,31,16
2023-05-13 00:00:00+00:00,90,60,79,44
2023-05-14 00:00:00+00:00,124,71,26,19
2023-05-15 00:00:00+00:00,141,53,63,21
