time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-05 00:00:00+00:00,3,3,25,15
2023-08-06 00:00:00+00:00,5,4,16,11
2023-08-07 00:00:00+00:00,12,11,93,11
2023-08-08 00:00:00+00:00,9,1,93,15
2023-08-09 00:00:00+00:00,15,4,209,23
2023-08-10 00:00:00+00:00,20,5,160,19
2023-08-11 00:00:00+00:00,29,7,31,18
2023-08-12 00:00:00+00:00,2,2,23,7
2023-08-13 00:00:00+00:00,80,45,13,6
2023-08-14 00:00:00+00:00,54,21,30,11
2023-08-15 00:00:00+00:00,30,12,42,17
2023-08-16 00:00:00+00:00,118,7,61,17
2023-08-17 00:00:00+00:00,375,28,208,17
2023-08-18 00:00:00+00:00,81,12,115,14
