time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-16 00:00:00+00:00,335,115,41,12
2023-04-17 00:00:00+00:00,335,117,96,22
2023-04-18 00:00:00+00:00,212,88,100,23
2023-04-19 00:00:00+00:00,220,84,34,10
2023-04-20 00:00:00+00:00,151,75,12,9
2023-04-21 00:00:00+00:00,196,89,23,12
2023-04-22 00:00:00+00:00,204,107,16,12
2023-04-23 00:00:00+00:00,102,63,42,11
2023-04-24 00:00:00+00:00,230,79,33,17
2023-04-25 00:00:00+00:00,127,81,20,13
2023-04-26 00:00:00+00:00,469,266,114,19
2023-04-27 00:00:00+00:00,255,126,27,18
2023-04-28 00:00:00+00:00,163,77,41,26
2023-04-29 00:00:00+00:00,245,114,30,12
