time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-04 00:00:00+00:00,256,119,23,17
2023-03-05 00:00:00+00:00,183,98,40,15
2023-03-06 00:00:00+00:00,128,67,77,28
2023-03-07 00:00:00+00:00,32,25,101,36
2023-03-08 00:00:00+00:00,71,43,93,27
2023-03-09 00:00:00+00:00,236,80,162,40
2023-03-10 00:00:00+00:00,119,68,53,41
2023-03-11 00:00:00+00:00,50,36,23,16
2023-03-12 00:00:00+00:00,2,2,25,15
2023-03-13 00:00:00+00:00,68,46,58,23
2023-03-14 00:00:00+00:00,60,45,71,19
2023-03-15 00:00:00+00:00,127,85,28,16
2023-03-16 00:00:00+00:00,285,125,52,12
2023-03-17 00:00:00+00:00,172,91,103,69
