time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-26 00:00:00+00:00,48,18,48,26
2024-01-27 00:00:00+00:00,64,9,37,25
2024-01-28 00:00:00+00:00,26,4,72,30
2024-01-29 00:00:00+00:00,99,14,49,38
2024-01-30 00:00:00+00:00,273,69,47,32
2024-01-31 00:00:00+00:00,54,7,61,47
2024-02-01 00:00:00+00:00,4,3,53,37
2024-02-02 00:00:00+00:00,20,10,31,19
2024-02-03 00:00:00+00:00,5,4,38,27
2024-02-04 00:00:00+00:00,7,5,55,39
2024-02-05 00:00:00+00:00,80,19,80,55
2024-02-06 00:00:00+00:00,82,36,123,51
2024-02-07 00:00:00+00:00,52,6,68,27
2024-02-08 00:00:00+00:00,8,6,58,28
